key,question,section,answer,top_pair,top_score,second_pair,second_score,margin,answer_in_pair,answer_mate,answer_shorter,answer_fewer_words,options
2022.06.set1,1,A,A,CD,0.113,BC,0.097,0.016,False,,,,A: He is a staff writer | B: He is an adventurer | C: He is an author of fiction | D: He is a father of four kids
2024.06.set1,6,A,B,AD,0.085,AC,0.072,0.013,False,,,,A: It will be the most formidable of its kind in over a century | B: It will come closest to Earth in more than one hundred years | C: It will eclipse many other such events in human history | D: It will be seen most clearly from Denver's mountain tops
2024.06.set1,7,A,A,AB,0.036,AC,0.021,0.015,True,B,False,False,A: A blur | B: Stars | C: The edge of our galaxy | D: An ordinary flying object
2024.06.set1,8,A,D,AD,0.181,BC,0.054,0.127,True,A,False,False,A: Use professional equipment | B: Climb to the nearby heights | C: Fix their eyes due north | D: Make use of phone apps. ·2024年6月六级真题(第一套)· 淘宝：谈辰图书企业店
2024.06.set1,9,B,A,AD,0.385,BC,0.213,0.172,True,D,True,True,A: Whether consumers should be warned against ultra-processed foods | B: Whether there is sufficient scientific consensus on dietary guidelines | C: Whether guidelines can form the basis for nutrition advice to consumers | D: Whether food scientists will agree on the concept of ultra-processed foods
2024.06.set1,10,B,B,CD,0.112,AB,0.083,0.029,False,,,,A: By the labor cost for the final products | B: By the degree of industrial processing | C: By the extent of chemical alteration | D: By the convention of classification
2024.06.set1,11,B,B,AB,0.042,BC,0.038,0.004,True,A,False,False,A: Increased consumers' expenses | B: Greater risk of chronic diseases | C: People's misunderstanding of nutrition | D: Children's dislike for unprocessed foods
2024.06.set1,12,B,D,AD,0.201,BC,0.167,0.034,True,A,True,False,A: They begin to think of the benefits of constraints | B: They try to seek solutions from creative people | C: They try hard to maximize their mental energy | D: They begin to see the world in a different way
2024.06.set1,13,B,C,AC,0.234,BD,0.068,0.166,True,A,False,False,A: It is characteristic of all creative people | B: It is essential to pushing society forward | C: It is a creative person's response to limitation | D: It is an impetus to socio-economic development
2024.06.set1,14,B,C,CD,0.380,BD,0.165,0.215,True,D,False,False,A: Scarcity or abundance of resources has little impact on people's creativity | B: Innovative people are not constrained in connecting unrelated concepts | C: People have no incentive to use available resources in new ways | D: Creative people tend to consume more available resources
2024.06.set1,15,B,D,AC,0.063,AD,0.047,0.016,False,,,,A: It is key to a company's survival | B: It shapes and focuses problems | C: It is essential to meeting challenges | D: It thrives best when constrained
2024.06.set1,16,C,A,AB,0.336,AC,0.316,0.021,True,B,True,True,A: Because they are learned | B: Because they come naturally | C: Because they have to be properly personalized | D: Because there can be more effective strategies
2024.06.set1,17,C,C,AB,0.168,AC,0.068,0.100,False,,,,A: The extent of difference and of similarity between the two sides | B: The knowledge of the specific expectation the other side holds | C: The importance of one's goals and of the relationship | D: The approaches one adopts to conflict management
2024.06.set1,18,C,B,AB,0.121,BC,0.090,0.031,True,A,False,False,A: The fox | B: The owl | C: The shark | D: The turtle. ·2024年6月六级真题(第一套)·
2024.06.set1,19,C,A,AD,0.241,AC,0.127,0.115,True,D,True,False,"A: Help save species from extinction and boost human health | B: Understand how plants and animals perished over the past | C: Help gather information publicly available to researchers | D: Find out the cause of extinction of Britain's 66,000 species"
2024.06.set1,20,C,B,CD,0.166,AD,0.066,0.100,False,,,,A: It was once dominated by dinosaurs | B: It has entered the sixth mass extinction | C: Its prospects depend on future human behaviour | D: Its climate change is aggravated by humans
2024.06.set1,21,C,D,AB,0.131,BD,0.059,0.072,False,,,,"A: It dwarfs all other efforts to conserve, protect and restore biodiversity on earth | B: It is costly to get started and requires the joint efforts of thousands of scientists | C: It can help to bring back the large numbers of plants and animals that have gone extinct | D: It is the most exciting, most relevant, most timely and most internationally inspirational"
2024.06.set1,22,C,D,BC,0.110,AB,0.050,0.061,False,,,,A: Cultural identity | B: Social evolution | C: The Copernican revolution | D: Human individuality
2024.06.set1,23,C,A,AD,0.069,BC,0.060,0.009,True,D,True,True,A: It is a delusion to be disposed of | B: It is prevalent even among academics | C: lt is a myth spread by John Donne's poem | D: It is rooted in the mindset of the 17th century
2024.06.set1,24,C,D,CD,0.106,AB,0.058,0.048,True,C,True,False,A: He believes in Copernican philosophical doctrines about the universe | B: He has gained ample scientific evidence at the University of Reading | C: He has found that our inner self and material self are interconnected | D: He contends most of our body cells can only live a few days or weeks
2024.06.set1,25,C,C,BC,0.163,AB,0.059,0.104,True,B,True,False,A: By coming to see how disruptive such problems have got to be | B: By realising that we all can do our own bit in such endeavours | C: By becoming aware that we are part of a bigger world | D: By making joint efforts resolutely and persistently
2024.06.set2,1,A,A,CD,0.066,AB,0.042,0.024,False,,,,A: Read numerous comments users put online | B: Blended all his food without using a machine | C: Searched for the state-of-the-art models of blenders | D: Did thorough research on the price of kitchen appliances
2024.06.set2,2,A,B,BD,0.243,AB,0.105,0.138,True,D,True,True,A: Eating any blended food | B: Buying a blender herself | C: Using machines to do her cooking | D: Making soups and juices for herself
2024.06.set2,3,A,D,AC,0.168,BD,0.046,0.123,False,,,,A: Cooking every meal creatively in the kitchen | B: Paying due attention to his personal hygiene | C: Eating breakfast punctually every morning | D: Making his own fresh fruit juice regularly
2024.06.set2,4,A,A,AD,0.057,AC,0.049,0.008,True,D,True,True,A: One-tenth of it is sugar | B: It looks healthy and attractive | C: One's fancy may be tickled by it | D: It contains an assortment of nutrients
2024.06.set2,5,A,D,AC,0.334,CD,0.310,0.024,False,,,,A: How he has made himself popular as the mayor of Berkton | B: How the residents will turn Berkton into a tourist attraction | C: How charming he himself considers the village of Berkton to be | D: How he has led people of Berkton to change the village radically
2024.06.set2,6,A,C,AC,0.076,AB,0.075,0.002,True,A,False,False,A: It was developed only to a limited extent | B: It was totally isolated as a sleepy village | C: It was relatively unknown to the outside | D: It was endowed with rare natural resources
2024.06.set2,7,A,D,BC,0.312,AD,0.186,0.126,False,,,,A: The people in Berkton were in a harmonious atmosphere | B: The majority of residents lived in harmony with their neighbors | C: The majority of residents enjoyed cosy housing conditions | D: All the houses in Berkton looked aesthetically similar
2024.06.set2,8,A,A,AB,0.077,BC,0.077,0.000,True,B,True,False,A: They have helped boost the local economy | B: They have made the residents unusually proud | C: They have contributed considerably to its popularity | D: They have brought happiness to everyone in the village
2024.06.set2,9,B,A,AD,0.265,AC,0.205,0.060,True,D,True,True,"A: They have created the smallest remote-controlled walking robot in the world | B: They are going to publish their research findings in the journal Science Robotics | C: They are the first to build a robot that can bend, crawl, walk, turn and even jump | D: They are engaged in research on a remote-controlled robot which uses special power"
2024.06.set2,10,B,D,BD,0.087,BC,0.050,0.037,True,B,False,True,A: It changes its shape by complex hardware | B: It is operated by a special type of tiny motor | C: It moves from one place to another by memory | D: It is powered by the elastic property of its body
2024.06.set2,11,B,B,AB,0.161,BD,0.068,0.093,True,A,False,False,A: Replace humans in exploratory tasks | B: Perform tasks in tightly confined spaces | C: Explore the structure of clogged arteries | D: Assist surgeons in highly complex surgery
2024.06.set2,12,B,B,CD,0.069,AB,0.067,0.003,False,,,,A: She threw up in the bathroom | B: She slept during the entire ride | C: She dozed off for a few minutes | D: She boasted of her marathon race
2024.06.set2,13,B,A,BC,0.149,AC,0.075,0.074,False,,,,A: They are mostly immune to cognitive impairment | B: They can sleep soundly during a rough ride at sea | C: They are genetically determined to need less sleep | D: They constitute about 13 percent of the population
2024.06.set2,14,B,D,BC,0.296,BD,0.184,0.111,False,,,,A: Whether there is a way to reach elite status | B: Whether it is possible to modify one's genes | C: Whether having a baby impacts one's passion | D: Whether one can train themselves to sleep less
2024.06.set2,15,B,C,CD,0.134,AB,0.118,0.015,True,D,False,True,A: It is in fact quite possible to nurture a passion for sleep | B: Babies can severely disrupt their parents' sleep patterns | C: Being forced to rise early differs from being an early bird | D: New parents are forced to jump out of bed at the crack of dawn
2024.06.set2,16,C,D,CD,0.134,AD,0.124,0.010,True,C,False,False,A: We have poor awareness of how many controversial issues are being debated | B: No one knows better than yourself what you are thinking about at the moment | C: No one can change your opinions more than those who speak in a convincing tone | D: We are likely to underestimate how much we can be swayed by a convincing article 11 ·2024年6月六级真题(第二套)· 淘宝：谈辰图书企业店
2024.06.set2,17,C,A,AD,0.413,BC,0.311,0.101,True,D,True,False,A: Their belief about physical punishment changed | B: Their memory pushed them toward a current belief | C: The memory of their initial belief came back to them | D: Their experiences of physical punishment haunted them
2024.06.set2,18,C,C,AC,0.176,BC,0.142,0.034,True,A,False,False,A: They apparently have little to do with moderate beliefs | B: They don't reflect the changes of view on physical punishment | C: They may not apply to changes to extreme or deeply held beliefs | D: They are unlikely to alter people's position without more evidence
2024.06.set2,19,C,C,BC,0.220,AC,0.193,0.027,True,B,True,True,A: American moms have been increasingly inclined to live alone | B: The American population has been on the rise in the past 25 years | C: American motherhood has actually been on the decline | D: The fertility rates in America have in fact been falling sharply
2024.06.set2,20,C,C,CD,0.419,AB,0.369,0.050,True,D,False,False,A: More new mothers tend to take greater care of their children | B: More new mothers are economically able to raise children | C: A larger proportion of women take pride in their children | D: A larger proportion of women really enjoy motherhood
2024.06.set2,21,C,C,BC,0.181,CD,0.176,0.005,True,B,False,False,A: The meaning of motherhood has changed considerably | B: More and more mothers go shopping to treat themselves | C: More mothers have adult children celebrating the holiday | D: The number of American mothers has been growing steadily
2024.06.set2,22,C,B,BD,0.037,AB,0.033,0.005,True,D,True,True,A: Add to indoor toxic pollutants | B: Absorb poisonous chemicals | C: Beautify the home environment | D: Soak up surrounding moisture
2024.06.set2,23,C,B,AB,0.256,BD,0.138,0.118,True,A,True,True,A: NASA did experiments in sealed containers resembling the super-insulated offices of 1970s | B: It was based on experiments under conditions unlike those in most homes or offices | C: NASA conducted tests in outer space whose environment is different from ours | D: It drew its conclusion without any contrastive data from other experiments
2024.06.set2,24,C,A,AD,0.229,AC,0.184,0.045,True,D,False,False,A: Natural ventilation proves much more efficient for cleaning the air than house plants | B: House plants disperse chemical compounds more quickly with people moving around | C: Natural ventilation turns out to be most effective with doors and windows wide open | D: House plants in a normal environment rarely have any adverse impact on the air
2024.06.set2,25,C,D,AD,0.167,BD,0.060,0.107,True,A,False,False,A: The root cause for misinterpretations of scientific findings | B: The difficulty in understanding what's actually happening | C: The steps to be taken in arriving at any conclusion with certainty | D: The necessity of continually re-examining and challenging findings
2025.06.set1,1,A,C,BC,0.083,AC,0.076,0.006,True,B,True,False,A: Met the computer technician | B: Told the man about her trouble | C: Called the man's company | D: Visited Alpha Maintenance
2025.06.set1,2,A,B,AD,0.050,CD,0.046,0.004,False,,,,A: Consulted someone in charge | B: Came as soon as possible | C: Informed the central office at once | D: Designated an engineer to the case
2025.06.set1,3,A,D,AC,0.121,BD,0.107,0.014,False,,,,A: Frustration | B: Intimidation | C: Desperation | D: Indignation
2025.06.set1,4,A,A,AB,0.188,AD,0.165,0.024,True,B,True,True,A: Whether the contents have been backed up | B: Whether they can find help somewhere else | C: Whether all data stored on the hard drive has got lost | D: Whether they need to wipe the system directories clean
2025.06.set1,5,A,A,AC,0.289,BD,0.270,0.019,True,C,True,True,A: Ifs boring | B: It's challenging | C: Ifs a beautiful thing | D: It's unlike most jobs
2025.06.set1,6,A,D,BD,0.275,AD,0.066,0.210,True,B,True,False,A: Arbitrating between disagreeing solicitors | B: Preventing disputes from escalating | C: Buying and selling property | D: Mediating land disputes
2025.06.set1,7,A,C,CD,0.319,BC,0.199,0.120,True,D,False,False,A: Courts are intended for fixing major legal disputes | B: Courts are getting too bureaucratic to function | C: Courts can be frustrating and expensive | D: Courts can be frightening and arbitrary
2025.06.set1,8,A,D,BC,0.171,AD,0.169,0.002,False,,,,A: The ability to make arguments in a unique way | B: The skill of preventing conflicts between parties concerned | C: The skill of foreseeing any potential stakes in their work | D: The ability to express themselves clearly and forcefully. 1 • 2025 年 6 月 六 级 真 题 (第 一 套 )
2025.06.set1,9,B,C,BC,0.130,CD,0.072,0.058,True,B,False,True,A: They looked into the relationship between one's prior knowledge and creativity | B: They offered novel ways to help older adults to keep their memories from aging | C: They proposed an explanation for old people's difficulty in retrieving memories | D: They advanced a new model concerning human information storage and retrieval
2025.06.set1,10,B,B,CD,0.339,AC,0.283,0.057,False,,,,A: Young adults rely on memory while older adults keep notes as a reminder | B: Older adults often retrieve irrelevant memories along with what they want | C: Young adults accumulate knowledge much more quickly than older adults | D: Older adults generally perform cognitive tasks much slower than young adults
2025.06.set1,11,B,A,AD,0.064,CD,0.061,0.003,True,D,True,False,"A: They show preserved, and sometimes enhanced, creativity | B: They frequently suffer from disorderly crowded memories | C: They can rely on their accumulated wisdom in an emergency | D: They may well be served by forgetting their prior knowledge"
2025.06.set1,12,B,C,CD,0.189,BD,0.097,0.093,True,D,False,False,A: They are actually proud of the goods and services they produce | B: They are worried about being alienated from the outside world | C: They are rarely in control of many things related to their work | D: They are longing to share the profits made from their work
2025.06.set1,13,B,C,AD,0.060,CD,0.059,0.001,False,,,,A: The steady decrease in productivity | B: The adverse effect on physical health | C: The feeling of being time poor | D: The rising economic inequality
2025.06.set1,14,B,B,AD,0.189,AC,0.182,0.007,False,,,,A: It alters the structure of work | B: It puts jobs and wages at risk | C: It liberates people from tedious and laborious work | D: It creates new work opportunities in the IT industry
2025.06.set1,15,B,B,AB,0.247,AD,0.070,0.177,True,A,False,False,A: Finding meaning in work | B: Prioritizing life over work | C: Improving relationships in the community | D: Realizing one's social value in the workplace
2025.06.set1,16,C,D,BC,0.045,AD,0.042,0.003,False,,,,A: Affect our attitude to novel tasks | B: Distinguish us in the social world | C: Outweigh IQ in importance | D: Impact academic achievements
2025.06.set1,17,C,A,AC,0.511,BD,0.321,0.190,True,C,True,False,A: By pressing a hidden button | B: By pushing a big button on top | C: By pressing two buttons at the same time | D: By helping the babies push the right button. ・2025 年 6 月六级真题(第一套)・ 2
2025.06.set1,18,C,B,BD,0.042,CD,0.041,0.001,True,D,False,False,A: Perform difficult tasks successfully just by observing how adults acted | B: Make generalizable inferences about persistence from a few examples | C: Adapt themselves to different social contexts | D: Work hard to interact with experimenters
2025.06.set1,19,C,A,CD,0.057,BD,0.052,0.005,False,,,,A: Offering advice on overcoming habitual lateness | B: Exemplifying various recreational opportunities | C: Scrutinizing individuals5 defining traits | D: Suggesting ways fbr setting priorities
2025.06.set1,20,C,A,AB,0.084,BC,0.051,0.034,True,B,False,False,A: Make the breakfast simpler | B: Take the alarms seriously | C: Ready yourself in the early dawn | D: Get prepared the night before
2025.06.set1,21,C,C,AC,0.019,AB,0.019,0.000,True,A,True,True,A: Finish the prior task 30 minutes earlier | B: Keep ourselves from hitting a bump | C: Leave time in between activities | D: Try to avoid possible hold-ups
2025.06.set1,22,C,D,CD,0.476,AB,0.410,0.066,True,C,True,False,A: Their lifestyles vary | B: Their traits vary | C: They have different customs | D: They have different feels
2025.06.set1,23,C,A,AB,0.109,CD,0.060,0.050,True,B,False,False,A: They are not as willing to help strangers | B: They are not as patient with one another | C: They violate traffic rules more frequently | D: They become more easily irritated in public
2025.06.set1,24,C,D,AC,0.253,AD,0.206,0.047,False,,,,A: It was practiced by Boston's founding fathers | B: It is not deemed exotic by Proper Bostonians | C: It was adopted by Boston's upper class | D: It is not part of Boston's local culture
2025.06.set1,25,C,B,BC,0.123,AD,0.045,0.077,True,C,True,False,A: Stick to its own way of showing courtesy to strangers | B: Follow the examples set by Paris and New York City | C: Learn from the world's major cities in promoting tourism | D: Take pride in its history and adhere to its cultural tradition
2025.06.set2,1,A,D,BD,0.349,BC,0.057,0.292,True,B,True,True,A: They have to make a choice by the end of the day | B: Both candidates are very keen on getting the job | C: They hold different views on the procedure | D: Both candidates are quite competitive
2025.06.set2,2,A,B,AC,0.355,CD,0.227,0.129,False,,,,A: Both Rachel and Peter came across as respectful and professional | B: Rachel scored moderately higher grades than Peter at school | C: Both Rachel and Peter excelled in their academic pursuit | D: Peter appeared slightly stronger than Rachel physically
2025.06.set2,3,A,A,AC,0.080,BC,0.068,0.012,True,C,True,False,A: His use of body language | B: His accumulation of experience | C: His unusual state of mind | D: His knowledge about the company
2025.06.set2,4,A,D,BD,0.063,BC,0.055,0.008,True,B,True,False,A: Compare the candidates side by side again | B: Ask the board to cast the deciding vote | C: Find a way to break the tie next time | D: Let John make the final decision
2025.06.set2,5,A,B,BC,0.061,AB,0.059,0.002,True,C,False,False,"A: The private label ""L'Orange” | B: The woman's latest collection | C: This season's new fashion | D: The head designer's role"
2025.06.set2,6,A,C,CD,0.267,BD,0.231,0.036,True,D,False,False,A: Something reflecting the social norms | B: Something meeting public expectations | C: Something slightly absurd | D: Something a bit ambiguous
2025.06.set2,7,A,A,AB,0.052,BD,0.045,0.007,True,B,True,False,A: Merge styles often at opposite ends of the fashion spectrum | B: Learn from the designs of the Asian rural mountain villagers | C: Make velvet capes look both majestic and masculine | D: Draw intricate patterns onto a traditional power suit
2025.06.set2,8,A,B,AB,0.269,BD,0.081,0.188,True,A,False,False,A: Obtaining the woman's signature | B: Seeing the woman's new creations | C: Incorporating indigenous aspects into his work | D: Sharing more ideas with the woman next time. ・2025年 6 月六级真题(第二套)， 10
2025.06.set2,9,B,D,BC,0.082,AB,0.074,0.008,False,,,,A: They could readily recognize their owner simply by looking | B: They could understand the implications of human commands | C: They could be domesticated to act as our companions | D: They could follow pointing gestures without training
2025.06.set2,10,B,C,AB,0.082,CD,0.069,0.013,False,,,,A: Cultivating them to be intelligent creatures | B: Training them to behave like domesticated dogs | C: Understanding how humans impact their behavior | D: Taking measures to reduce their numbers
2025.06.set2,11,B,B,BC,0.064,AB,0.062,0.002,True,C,False,True,A: Tame them through repeated training | B: Treat them with sensitivity and respect | C: Make them responsive to our commands | D: Watch their behavior and try to improve it
2025.06.set2,12,B,A,AD,0.089,BC,0.051,0.037,True,D,True,True,A: The temperature inside it varies from place to place | B: Proper placement facilitates access to food products | C: Its different shelves are designed for different purposes | D: The space in an average fridge changes from top to bottom
2025.06.set2,13,B,C,BD,0.148,AD,0.049,0.099,False,,,,A: To slow the rising of temperature in it | B: To provide a big box of evenly cold air | C: To prevent germs from growing quickly | D: To keep the food cold as long as possible
2025.06.set2,14,B,A,AD,0.307,CD,0.097,0.210,True,D,True,True,A: On the top shelf | B: In the middle section | C: On the inside of its doors | D: At the back of its bottom shelf
2025.06.set2,15,B,D,CD,0.153,AD,0.142,0.011,True,C,True,False,A: They will be extra-chilly | B: They will be hard to defrost | C: They will be contaminated | D: They will be ruined
2025.06.set2,16,C,C,AB,0.051,BD,0.035,0.016,False,,,,A: Chronic depression | B: Growing feebleness | C: Hip fracture | D: Fatal infections
2025.06.set2,17,C,A,CD,0.053,BC,0.053,0.001,False,,,,A: It feels real and relevant | B: It contributes to psychology | C: It outcompetes lots of academics5 research | D: It wins recognition outside of Birmingham
2025.06.set2,18,C,D,AC,0.085,AD,0.052,0.033,False,,,,"A: By bringing together experts old and young | B: By counting on advanced modem technology | C: By making full use of her expertise | D: By combining multiple perspectives. 11 ,2 0 2 5 年 6 月六级真题(第二套)"
2025.06.set2,19,C,A,AB,0.377,AC,0.063,0.314,True,B,True,False,A: They don't teach basic organization | B: They don't focus on teaching techniques | C: They attach little importance to recipes | D: They hire very few distinguished chefs
2025.06.set2,20,C,D,BD,0.518,AD,0.223,0.295,True,B,True,False,A: It's unique to celebrity chefs | B: It's a way of transformation | C: Ifs too demanding for them | D: It's a way of life to them
2025.06.set2,21,C,B,AD,0.049,BC,0.039,0.009,False,,,,A: Respect others so as to be respected | B: Use time and resources in a wise way | C: Cultivate a habit of self-discipline | D: Learn from philosophers earnestly
2025.06.set2,22,C,C,CD,0.079,AB,0.074,0.005,True,D,True,True,A: The motive for hard work | B: The reason for stagnation | C: The basis for self-improvement | D: The justification fbr self-confidence
2025.06.set2,23,C,D,BD,0.158,BC,0.157,0.000,True,B,True,False,"A: Feel confidence, happiness and satisfaction | B: Believe they have achieved their life goals | C: Use a key tool for setting ambitious goals | D: Stop imagining further progress in life"
2025.06.set2,24,C,B,CD,0.271,AD,0.158,0.113,False,,,,A: We feel we are always falling behind others | B: We have to adapt to the ever-changing goal | C: There are various misconceptions about goal setting | D: There are always problems with the goal originally set
2025.06.set2,25,C,C,BC,0.276,AD,0.238,0.039,True,B,False,False,A: A noticeable change in the number of goals to achieve | B: Measuring always against the gap rather than the gain | C: Measuring where we've come from instead of measuring against the goal | D: A proper conception of what we fail to notice in trying to achieve our goals
2025.12.set1,1,A,A,BC,0.058,CD,0.045,0.013,False,,,,A: He has distinguished himself in foreignservice | B: He is his.country's ambassadorto Winopia | C: He is currently an electrical engineer | D: He craves attention from the media
2025.12.set1,2,A,D,CD,0.275,AB,0.070,0.206,True,C,True,False,A: A government reshuffle | B: A fundamental reform | C: Some sort of political reorientation | D: Some sort of crisis of legitimacy
2025.12.set1,3,A,C,BD,0.071,AD,0.036,0.035,False,,,,A: All diplomats have more or less similar stories to tell | B: It is a prerequisite to get Some practice in diplomacy | C: Different people can take different paths | D: It is a must to first obtain a law degree
2025.12.set1,4,A,A,CD,0.247,AB,0.241,0.006,False,,,,A: Key skills required of a diplomat | B: The making of an expert diplomat | C: Diplomatic discourse and rhetoric | D: Contributions by diplomatic envoys
2025.12.set1,5,A,B,BD,0.231,AB,0.064,0.168,True,D,True,True,A: They have got their work done | B: They both look tired | C: They can meet again tomorrow anyway | D: They are both anxious to go home. !
2025.12.set1,6,A,B,BC,0.213,BD,0.060,0.153,True,C,True,True,A: The board members insufficient support | B: Two months devoted to the same contract | C: Working two months without any progress | D: The man's long concentration on the project
2025.12.set1,7,A,D,BC,0.108,AD,0.108,0.000,False,,,,A: Unprofessional | B: Inspirational | C: Exceptional | D: Delusional
2025.12.set1,8,A,C,AD,0.317,CD,0.100,0.218,False,,,,A: Fewer rectifications of the contract | B: More support from the board members | C: The early implementation of the project | D: The alignment of all sections of the contract
2025.12.set1,9,B,D,AB,0.221,CD,0.181,0.040,False,,,,A: When two employees propose contrary solutions to their dispute | B: When two employees are directed by their respective manager | C: When two people behave in an apparently clashing manner | D: When two people tell different stories of the same event
2025.12.set1,10,B,A,CD,0.107,AB,0.099,0.008,False,,,,A: How it got resolved | B: How it happened | C: What it was about | D: When it was settled
2025.12.set1,11,B,C,CD,0.091,AD,0.067,0.024,True,D,True,True,A: They intervened promptly lest their dispute escalate | B: They tried to ascertain the actual facts of the matter | C: They assumed the best about them and moved on | D: They persuaded them to put their conflict aside
2025.12.set1,12,B,A,AB,0.048,AD,0.026,0.022,True,B,True,False,A: Dine out daily | B: Budget sensibly | C: Enjoy cooking | D: Shop at groceries
2025.12.set1,13,B,B,AB,0.079,AD,0.058,0.021,True,A,True,False,A: Shopping | B: Sewing | C: Entertaining oneself | D: Fashion designing
2025.12.set1,14,B,B,BD,0.037,AC,0.032,0.004,True,D,True,False,A: Satisfy their taste | B: Cut down expenses | C: Eat more healthily | D: Cultivate new hobbies
2025.12.set1,15,B,D,AD,0.216,BD,0.206,0.010,True,A,False,False,A: People's intense fbcus on convenience | B: People's deteriorating family finances | C: People's strong aversion to junk foods | D: People's increasing dislike of cooking
2025.12.set1,16,C,B,BC,0.236,BD,0.131,0.105,True,C,True,False,A: Its owner's flight is delayed because of bad weather | B: Airlines cannot find its owner without an ID tag on it | C: Airline staff have not correctly coded its destination tag | D: Its owner has forgot to pick it up from the baggage claim
2025.12.set1,17,C,A,AB,0.311,AC,0.066,0.245,True,B,True,False,A: Its tag may get tom off on the conveyor belt | B: Its tag may get stuck in the sorting machine | C: It may be sent to a wrong destination | D: It may be picked up by someone else
2025.12.set1,18,C,D,BD,0.126,BC,0.055,0.071,True,B,False,False,A: Purchase irretrievably lost things at auction | B: Contact the airport staff to find our missing bag | C: Get the airline agenfs phone number before boarding | D: Avoid packing valuable items in our checked baggage
2025.12.set1,19,C,C,AC,0.134,BC,0.124,0.010,True,A,True,False,A: It can be behaviorally hazardous | B: It can be especially disappointing | C: It can be socially harmful | D: It can be really embarrassing
2025.12.set1,20,C,B,AC,0.089,AD,0.059,0.029,False,,,,A: They considered it inevitable | B: They held a negative view towards it | C: They were concerned with its effects | D: They saw it as a sign of social evolution
2025.12.set1,21,C,D,AB,0.039,AD,0.038,0.002,False,,,,A: Elaborate forms of social contact | B: Ill effects on one's sense of pride | C: Poor relationships with others | D: Vicious cycles of detachment. • 2025 年 1 2 月六级真题(第一套)■ 2
2025.12.set1,22,C,C,BC,0.062,AB,0.059,0.002,True,B,True,True,A: The ill treatment they get as tourists | B: The nonprofessional business they see | C: The impersonal accommodations | D: The many adventures on their way
2025.12.set1,23,C,A,AC,0.077,CD,0.068,0.009,True,C,True,False,A: They have been the classic way to visit Europe | B: They attract tourists with location and decoration | C: They have long been competing with chain hotels | D: They are in fact a completely new idea in America
2025.12.set1,24,C,C,CD,0.394,BD,0.281,0.113,True,D,True,False,A: Your financial status | B: Your family's consent | C: Your property | D: Your personality
2025.12.set1,25,C,D,BC,0.064,CD,0.056,0.008,False,,,,A: Costs for starting the business | B: The number of guests to receive | C: The facilities to provide | D: Opportunities fbr income
2025.12.set2,1,A,B,AB,0.079,AC,0.050,0.029,True,A,False,False,A: It is absurdly expensive | B: It is appropriately priced | C: It brings shame on the university | D: It caters to students and teachers
2025.12.set2,2,A,A,AB,0.255,BC,0.073,0.182,True,B,True,True,A: They never really appeal to her | B: They are never actually good value | C: They are within students5 budgets | D: They always come at a high speed
2025.12.set2,3,A,C,BC,0.158,AC,0.095,0.063,True,B,False,False,A: The food | B: The space | C: The speed | D: The environment
2025.12.set2,4,A,D,AB,0.060,AD,0.057,0.003,False,,,,A: A complete refurnishing | B: A ruinous burning down | C: A substantial expansion | D: A massive renovation
2025.12.set2,5,A,A,CD,0.076,AC,0.071,0.005,False,,,,A: They have a poor work ethic | B: They don't get along with managers | C: They are struggling in the workplace | D: They aren't as varied as their predecessors
2025.12.set2,6,A,B,AD,0.192,BC,0.090,0.102,False,,,,A: Learning about the way they adhere to their own values | B: Recognizing how they try to strike a work-life balance | C: Knowing how they struggle to connect with managers | D: Understanding the way they seek career advancement
2025.12.set2,7,A,D,AC,0.422,BD,0.348,0.074,False,,,,A: In terms of the number of hours spent | B: By the amount of work they perform | C: In terms of the work done in 8 hours | D: By the quality of the work they do
2025.12.set2,8,A,C,AC,0.248,BC,0.076,0.172,True,A,True,True,A: Those whose culture facilitates their advancement | B: Those allowing them to do projects of their choice | C: Those whose values align with their own | D: Those refraining from discrediting their perspectives
2025.12.set2,9,B,B,BD,0.333,AB,0.191,0.143,True,D,False,False,A: They may unconsciously help customers choose greener dishes | B: They may unintentionally encourage customers to eat meat | C: They raise customers' environmental awareness | D: They enable customers to eat in a healthy way
2025.12.set2,10,B,C,BC,0.245,CD,0.150,0.095,True,B,False,False,A: By inviting them to taste different kinds of food | B: By observing the eating behaviour of strict vegetarians | C: By comparing participants eating vegetarian food frequently with those doing so rarely | D: By requiring participants to choose a meal as if they were feasting at a family gathering
2025.12.set2,11,B,A,AD,0.398,AB,0.209,0.190,True,D,True,True,A: They are less likely to choose a vegetarian dish | B: They find vegetarian dishes become more appealing | C: They tend to consume larger portions of unhealthy food | D: They are less likely to choose dishes recommended by chefs
2025.12.set2,12,B,C,BC,0.084,AB,0.083,0.002,True,B,False,False,A: They have found a solution to the global problem of air pollution | B: They have managed to freeze polluting particles to around -18℃ | C: They have been seeking a way to prevent pollutants from penetrating indoors | D: They have been cooperating closely on developing a new type of air-conditioner
2025.12.set2,13,B,A,AB,0.093,AD,0.062,0.031,True,B,True,False,"A: They can be costly and inefficient | B: They are constantly being perfected | C: They are by-products of health research | D: They can save over 40,000 lives each year"
2025.12.set2,14,B,B,BD,0.172,BC,0.070,0.102,True,D,True,True,A: They keep their windows closed | B: They spend a lot more time indoors | C: They make more use of air-conditioners | D: They try various ways to purify indoor air
