key,parse_file,question,section,unit,snippet
2024.12.set2,2024.12英语六级解析第2套.pdf,19,C,Recording Questions 19-21,"Questions 19 to 21 are based on the recording you have just heard. (19)The late Swedish academic Hans Rosling has identified a worrying trend: not only do many people across advanced economies have no idea that the world is becoming a much better place, but they actually even think the opposite. This is no wonder, when the news focuses on reporting catastrophes, terrorist attacks, wars, and famines. Who wants to hear about the fact that every day some 200,000 people around the world are"
2024.12.set2,2024.12英语六级解析第2套.pdf,20,C,Recording Questions 19-21,"has put some downward pressure on middle-class wages in advanced economies in recent decades, it has also helped lift hundreds of millions of people above the global poverty line. If we really care about global welfare, (20) globalization is the only way forward to ensure that economic prosperity is shared among all countries and not only a select few advanced economies. While some people glorify the past, one of the big facts of economic history is that until quite recently a significant part of the world population has lived under quite miserable conditionsand this has been true throughout most of human history. While there were many"
2024.12.set2,2024.12英语六级解析第2套.pdf,21,C,Recording Questions 19-21,"tries has gone up as a result of globalization, global inequality has been on a steady downward trend for several decades. This is mostly a result of the improvement of hundreds of millions of people's living standards. (21)In fact, for the first time ever since the Industrial Revclution, about half of the global population can be considered middle class. 解析册·2024年12月六级真题（二）20"
2024.12.set2,2024.12英语六级解析第2套.pdf,22,C,Recording Questions 22-25,"ful. The delicious scent of bread, for example, can act like a time machine. One sniff can bring back a memory from many years ago. Indeed, scent particles, in general, can revive memories that have been long forgotten. (22) But why do smells sometimes trigger powerful memories, especially emotional ones? The short answer is that the brain regions that handle smells, memories and emotions are linked. A scent is a chemical particle that floats in through the nose and into the region of the brain responsible for smell, where the sensation is first processed into a form that the brain can read. Brain cells then carry that information to th"
2024.12.set2,2024.12英语六级解析第2套.pdf,23,C,Recording Questions 22-25,"to a form that the brain can read. Brain cells then carry that information to the area of the brain where emotions are processed, and then to an adjacent area of the brain where learning and memory formation take place. (23)Scents are the only sensations that travel such a direct path to the emotional and memory centers of the brain. That results in an intimate connection between emotions, memories and scents, which is why memories triggered by scents are experienced as more emotional than those triggered by sight or sound. Let's take a closer look at how those memories are activated. Usually, when a person smells something that's conne"
2024.12.set2,2024.12英语六级解析第2套.pdf,24,C,Recording Questions 22-25,"hat they first encountered decades ago, which activates an emotional response. If the person had first come across that smell in a very different context, it will be much more difficult to recover the associated memory, (24) because the brain uses the context to give meaning to the information and find that memory. (25) The special nature of memories brought back by scents notwithstanding, they have the same drawbacks as other memories. They aren't always accurate, and they can change over time. In fact, each time we remember something, that memory can become distorted. But, because of the strong emotional associations these memories ev"
2024.12.set2,2024.12英语六级解析第2套.pdf,25,C,Recording Questions 22-25,"first come across that smell in a very different context, it will be much more difficult to recover the associated memory, (24) because the brain uses the context to give meaning to the information and find that memory. (25) The special nature of memories brought back by scents notwithstanding, they have the same drawbacks as other memories. They aren't always accurate, and they can change over time. In fact, each time we remember something, that memory can become distorted. But, because of the strong emotional associations these memories evoke, people who remember something due to a scent are often convinced that the memories are accur"
2024.06.set1,2024.6六级第一套解析.pdf,1,A,Conversation One,"Conversation One ·听力原文· W: Thank you for meeting with me, Stephen, at such a short notice. M: Not a problem, Margaret. Now please give me some good news. Have you agreed to my last proposal? W: [1] I have indeed and I wish to sign the agreement, pending one small change to be made a contract. M: Margaret, we've been through this for almost a year now, back and forth making alterations. Are you sure you want to make a sponsorship deal for your clients or not? [2] I ask this because frankly, some people at my end are running out of patience. W: I understand your concerns, but as I'm sure you understand, we hold"
2024.06.set1,2024.6六级第一套解析.pdf,2,A,Conversation One,"t, pending one small change to be made a contract. M: Margaret, we've been through this for almost a year now, back and forth making alterations. Are you sure you want to make a sponsorship deal for your clients or not? [2] I ask this because frankly, some people at my end are running out of patience. W: I understand your concerns, but as I'm sure you understand, we hold our clients' best interests to be of the utmost concern. We therefore comb through the fine details of all contracts. Rest assured we all appreciate your firm's patience. M: Okay, fine. So what changes do you wish to make? W: Essentially, we would like the new deal to"
2024.06.set1,2024.6六级第一套解析.pdf,3,A,Conversation One,"dle East? Why? W: My client has a couple of other prospective marketing deals from companies in the Middle East. Those offers, should they materialize, would exclusively employ my client's image in the Middle East only. [3] Therefore, in order to avoid any conflict, we would need to ensure that both marketing campaigns do not overlap geographically. M: What business sector in the Middle East are we talking about here? W: Real estate. M: Well, that should be okay then. So long as the product is very different from our food and beverage market, there should be no conflict of interest. Nevertheless, I will have to run this through my peop"
2024.06.set1,2024.6六级第一套解析.pdf,4,A,Conversation One,"ay then. So long as the product is very different from our food and beverage market, there should be no conflict of interest. Nevertheless, I will have to run this through my people. I don't foresee any problem, though. [4] The Middle East is a negligible market for us. But I still need to check this with a couple of departments. ·"
2024.06.set1,2024.6六级第一套解析.pdf,5,A,Conversation Two,"Conversation Two ·听力原文· M: Next, we have a special science-related new story. Paula Hancock is at the Denver Observatory. Paula, what is the big story over there? W: Hi, John. [5] Yes, all the astronomers on site here are very excited. In fact, space enthusiasts all across North America and the rest of the Northern Hemisphere will be congregating on mountain tops tonight to watch the night's sky. M: Why? What's the big event? Is there an eclipse happening soon? W: [5][6] Tonight, the Earth will come into close proximity with the Oppenheimer comet. It is the closest our planet has been to such"
2024.06.set1,2024.6六级第一套解析.pdf,5,A,Conversation Two,"e enthusiasts all across North America and the rest of the Northern Hemisphere will be congregating on mountain tops tonight to watch the night's sky. M: Why? What's the big event? Is there an eclipse happening soon? W: [5][6] Tonight, the Earth will come into close proximity with the Oppenheimer comet. It is the closest our planet has been to such a phenomenon in over 100 years. For this reason, it is expected that thousands of people will gaze up at the sky tonight in order to see this formidable object. M: How far away is this comet? Will people be able to see it with the naked eye?. W: The Oppenheimer comet will still be millions o"
2024.06.set1,2024.6六级第一套解析.pdf,6,A,Conversation Two,"nthusiasts all across North America and the rest of the Northern Hemisphere will be congregating on mountain tops tonight to watch the night's sky. M: Why? What's the big event? Is there an eclipse happening soon? W: [5][6] Tonight, the Earth will come into close proximity with the Oppenheimer comet. It is the closest our planet has been to such a phenomenon in over 100 years. For this reason, it is expected that thousands of people will gaze up at the sky tonight in order to see this formidable object. M: How far away is this comet? Will people be able to see it with the naked eye?. W: The Oppenheimer comet will still be millions of m"
2024.06.set1,2024.6六级第一套解析.pdf,7,A,Conversation Two,"ye?. W: The Oppenheimer comet will still be millions of miles away on the edge of our galaxy. But nevertheless, this is a relatively close distance, close enough for people to observe in good detail through a telescope. [7] People will only see a blur without one. However, that does not mean one needs professional equipment. Even the most ordinary of telescopes should be conducive for people to observe and wonder at this flying object. M: Many of our viewers will be wondering how they too can take part in this once-in-a-lifetime event. Where will this comet be in the sky? How can people find it? W: The comet will be almost exactly due"
2024.06.set1,2024.6六级第一套解析.pdf,8,A,Conversation Two,"is once-in-a-lifetime event. Where will this comet be in the sky? How can people find it? W: The comet will be almost exactly due north, at 60 degrees above the equator. However, finding the comet is indeed very tricky. [8] And scientists here have told me there are plenty of phone apps that will facilitate this. M: How fantastic! Thank you, Paula, for the information. ·"
2024.06.set1,2024.6六级第一套解析.pdf,9,B,Passage One,"Passage One ·听力原文· Dietary guidelines form the basis for nutrition advice and regulations around the world. While there is strong scientific consensus around most existing guidelines, [9] one question has recently stirred debate: should consumers be warned to avoid ultra-processed foods? Two papers published today in the American Journal of Clinical Nutrition outline the case for and against using the concept of ""ultra-processed foods"" to help inform dietary guidelines, beyond conventional food classification systems. The authors, Carlos Monteiro of the University of Sao Paulo and Arna Ostrup of Novo"
2024.06.set1,2024.6六级第一套解析.pdf,10,B,Passage One,"ification systems. The authors, Carlos Monteiro of the University of Sao Paulo and Arna Ostrup of Novo Nordisk Foundation, will discuss the issue in a live virtual debate, August 14th, during NUTRITION 2024 Live Online. [10] The debate centers around a system developed by Monteiro and colleagues that classifies foods by their degree of industrial processing, ranging from unprocessed to ultra-processed. The system defines ultra-processed foods as those made using sequences of processes that extract substances from foods and alter them with chemicals in order to formulate the final product. Ultra-processed foods are characteristically des"
2024.06.set1,2024.6六级第一套解析.pdf,11,B,Passage One,"d foods are characteristically designed to be cheap, tasty, and convenient. Examples include soft drinks and candy, packaged snacks and pastries, ready to heat products, and reconstituted meat products. 4六级2024.6 (第一) [11] Studies have linked consumption of ultra-processed foods, which are often high in salt, sugar, and fat, with weight gain and an increased risk of chronic diseases, even after adjusting for the amount of salt, sugar, and fat in the diet. While the mechanisms behind these associations are not fully understood, Monteiro argues that the existing evidence is sufficient to justify discouraging consumption of ultra-process"
2024.06.set1,2024.6六级第一套解析.pdf,12,B,Passage Two,"Passage Two ·听力原文· Believe it or not, human creativity benefits from constraints. [12] According to psychologists, when you have less to work with, you actually begin to see the world differently. With constraints, you dedicate your mental energy to The most successful creative people know that constraints give their minds the impetus to leap higher. People who invent new products are not limited by what they don't have or can't do. They leverage their limitations to push themselves even further. Many"
2024.06.set1,2024.6六级第一套解析.pdf,13,B,Passage Two,"r limitations to push themselves even further. Many products and services are created because the founders saw a limitation in what they use. They created innovation based on what was not working for them at the moment. [13] Innovation is a creative person's response to limitation. In a 2015 study which examined how thinking about scarcity or abundance influences how creatively people use their resources, [14] Ravi Mehta at the University of Ilinois and Meng Zhu at Johns Hopkins University found that people simply have no incentive to use what's available to them in novel ways. When people face scarcity, they give themselves the freedom"
2024.06.set1,2024.6六级第一套解析.pdf,14,B,Passage Two,"orking for them at the moment. [13] Innovation is a creative person's response to limitation. In a 2015 study which examined how thinking about scarcity or abundance influences how creatively people use their resources, [14] Ravi Mehta at the University of Ilinois and Meng Zhu at Johns Hopkins University found that people simply have no incentive to use what's available to them in novel ways. When people face scarcity, they give themselves the freedom to use resources in less conventional constraints help you improve the connecting unrelated ideas and concepts. Marissa Meyer, former vice president for search products and user experience"
2024.06.set1,2024.6六级第一套解析.pdf,15,B,Passage Two,"concepts. Marissa Meyer, former vice president for search products and user experience at Google, once wrote in a publication on Bloomberg, ""Constraints shape and focus problems and provide clear challenges to overcome; [15] creativity thrives best when constrained."" 六级2024.6（第一翼）5"
2024.06.set1,2024.6六级第一套解析.pdf,16,C,Recording One,"· Different people use different strategies for managing conflicts. These strategies are learned in childhood. Usually, we are not aware of how we act in conflict situations. We just do whatever seems to come naturally. [16] But we do have a personal strategy, and because it is learned, we can always change it by learning new and more effective ways of managing conflicts. When you get involved in a conflict, there are two major concerns you have to take into account: achieving your personal goals and keeping a good relationship with the other person. [17] How important your personal goals are and how important the relationship is to you"
2024.06.set1,2024.6六级第一套解析.pdf,17,C,Recording One,"effective ways of managing conflicts. When you get involved in a conflict, there are two major concerns you have to take into account: achieving your personal goals and keeping a good relationship with the other person. [17] How important your personal goals are and how important the relationship is to you affect how you act in a conflict. Given these two concerns, five styles of managing conflicts can be identified. 1. The turtle. Turtles withdraw into their shells to avoid conflicts. They give up their personal goals and relationships. They believe it is easier to withdraw from a conflict than to face it. 6六级2024.6 [第一亩] 2. The shar"
2024.06.set1,2024.6六级第一套解析.pdf,18,C,Recording One,"about their relationships with other people. They give up part of their goals and persuade the other person in a conflict to give up part of his goals. They seek a solution to conflicts where both sides gain something. [18] 5. The owl. Owls view conflicts as problems to be solved. They see conflicts as improving relationships by reducing tension between two people. They try to begin a discussion that identifies the conflict as a problem. By seeking solutions that satisfy both themselves and the other person, owls maintain the relationship. Owls are not satisfied until a solution is found that achieves their own goals and the other pers"
2024.06.set1,2024.6六级第一套解析.pdf,19,C,Recording Two,"Recording Two ·听力原文· [19] The genetic code of all 1.5 million known species of animals and plants living on Earth will be mapped to help save species from extinction and boost human health. Scientists hope that cracking the genetic code of plants and animals could help uncover new treatments for infectious diseases, slow aging, improve crops and agriculture, and create new bio-materials. In Britain, organisations including the Natural Histor"
2024.06.set1,2024.6六级第一套解析.pdf,20,C,Recording Two,"s of animals and plants. Dubbed 六级2024.6【第一7 the Darwin Tree of Life Project, it is expected to take 10 years and cost 100 million pounds. Once completed, all the information will be publicly available to researchers. [20] Many scientists believe that Earth has now entered the sixth mass extinction, with humans creating a toxic mix of habitation loss, pollution and climate change, which has already led to the loss of at least 77 species of mammals and 140 types of birds since 1500. It is the biggest loss of species since the dinosaurs were wiped out 66 million years ago. Scientists say that sequencing every species will revolutionize"
2024.06.set1,2024.6六级第一套解析.pdf,21,C,Recording Two,"t is dependent on your ability to understand it. We will be using modern methods to get a really good window on the present and the past. And of course, a window on the past gives you a prospective model on the future."" [21] Sir Jim Smith, Director of Science at Wellcome said, “Try as I might, I can't think of a more exciting, more relevant, more timely, or more internationally inspirational project. Since 1970, humanity has wiped out 60 percent of animal populations. About 23,000 of 80,000 species surveyed are approaching extinction. We are in the midst of the sixth great extinction event of life on our planet, which not only threatens"
2024.06.set1,2024.6六级第一套解析.pdf,22,C,Recording Three,"Recording Three ·听力原文· John Donne, the English poet, wrote in the 17th century, “No man is an island, entire of itself; every man is a piece of the continent, a part of the main."" [22] Now, a British academic has claimed that human individuality is indeed just an illusion, because societies are far more interconnected at a mental, physical, and cultural level than people realize. In his new book, The Self Delusion, Professor Tom Oliver, a researcher in the Ecology and Evolution group at the University of Reading, argues there is no such thing as “self', and not even our bodies are truly “us. Just"
2024.06.set1,2024.6六级第一套解析.pdf,23,C,Recording Three,"er part of one connected identity. ""A significant milestone in the cultural evolution of human minds was the acceptance that the Earth is not the center of the universe, the so-called Copernican Revolution,"" he writes. ""[23] However, we have one more big myth to dispose of: that we exist as independent selves at the center of a subjective universe. You may feel as if you are an independent individual acting autonomously in the world; that you have unchanging inner self that persists throughout your lifetime, acting as a central anchor-point with the world changing around you. This is the illusion I seek to tackle. We are intimately conn"
2024.06.set1,2024.6六级第一套解析.pdf,24,C,Recording Three,"hanging inner self that persists throughout your lifetime, acting as a central anchor-point with the world changing around you. This is the illusion I seek to tackle. We are intimately connected to the world around us."" [24] Professor Oliver argues there are around 37 trillion cells in the body but most have a lifespan of just a few days or weeks, so the material “us""' is constantly changing. In fact, there is no part of your body that has existed for more than ten years. Since our bodies are essentially made anew every few weeks, the material in them alone is clearly insufficient to explain the persistent thread of an identity. [25] Pr"
2024.06.set1,2024.6六级第一套解析.pdf,25,C,Recording Three,"part of your body that has existed for more than ten years. Since our bodies are essentially made anew every few weeks, the material in them alone is clearly insufficient to explain the persistent thread of an identity. [25] Professor Oliver claims that individualism is actually bad for society, and only by realizing we are part of a bigger entity can we solve pressing environmental and societal problems. Through selfish over-consumption we are destroying the natural world and using non-renewable resources at an accelerating rate. ""We are at a critical crossroads as a species where we must rapidly reform our mindsets and behavior to act"
2024.06.set3,2024.6六级第三套解析.pdf,46,B,Passage One,Passage One ·概览· 本文节选自htps://www.psychologytoday.com网站于2016年9月发表的一篇标题为“3Ways to StayCool intheFace of Sarcasm”的文章。文章指出，讽刺虽然看似是幽默，但其实意在伤人，出口讽刺的人和听 者都会因此受伤。相反，人们应该停止讽刺他人，这样双方都会受益。要注意的是，出言讽刺和讲话风 趣的出发点不同，二者不能混为一谈。 ?·全文翻译· [46]讽刺和爵士乐有一个惊人的共同点：一听就懂。讽刺主要通过语气来 重难点单词及短语 理解，用来表现与字面意思相反的内容。例如，当某人说“嗯，这正是我现在 ·sarcasmn.讽刺，嘲讽 需要的”时，他的语气会告诉你他根本不需要这个。 ·literaladj.字面意义的 最常见的情况是，讽刺是为了强调自已很生气，或者单纯就是刻薄。 ·highlight vt.突出，强调 如果你想更快乐，改善你的人际关系，那就停止讽刺别人。为什么呢？因 ·irritation n.恼怒 为讽刺实际上是伪装成幽默的敌意。 ·hostilityn.敌意，对抗 [47]尽管表面上带着微笑，但很多人在收到讽刺性的评论时都会感到被轻 ·disguisevt.伪装；掩饰 视，并常常认为讽刺别人的人很粗鲁，或很卑劣。实际上，讽刺一词来源于希 ·outwardly adv.表面上， 腊语“sarkazein”词，字面意思是“撕裂或剥掉肉”，这就不奇怪了。因此， 外表上
2024.06.set3,2024.6六级第三套解析.pdf,47,B,Passage One,面意思相反的内容。例如，当某人说“嗯，这正是我现在 ·sarcasmn.讽刺，嘲讽 需要的”时，他的语气会告诉你他根本不需要这个。 ·literaladj.字面意义的 最常见的情况是，讽刺是为了强调自已很生气，或者单纯就是刻薄。 ·highlight vt.突出，强调 如果你想更快乐，改善你的人际关系，那就停止讽刺别人。为什么呢？因 ·irritation n.恼怒 为讽刺实际上是伪装成幽默的敌意。 ·hostilityn.敌意，对抗 [47]尽管表面上带着微笑，但很多人在收到讽刺性的评论时都会感到被轻 ·disguisevt.伪装；掩饰 视，并常常认为讽刺别人的人很粗鲁，或很卑劣。实际上，讽刺一词来源于希 ·outwardly adv.表面上， 腊语“sarkazein”词，字面意思是“撕裂或剥掉肉”，这就不奇怪了。因此， 外表上 难怪讽刺一词的前面通常会加上“刻薄的”一词，也难怪讽刺会伤人。 ·contemptible adj.可 [48]更重要的是，由于行为强烈地决定着思想和情感，如果一个人总是采取 的，卑劣的 讽刺的行为，可能只会加剧其潜在的敌意和不安全感。毕竟，说穿了，讽刺可以 ·derivefrom起源于，来自 作为一种微妙的霸凌形式，而大多数霸凌者都是愤怒、缺乏安全感或儒弱的。 ·strip除去，剥去 [49]相反，当一个人停止发表负面评论，尤其是讽刺性评论时，他们可能 ·fleshn.（动物或人的） 很快就会开始感到更快乐、更自信。同时，他们生命中的其
2024.06.set3,2024.6六级第三套解析.pdf,48,B,Passage One,ostilityn.敌意，对抗 [47]尽管表面上带着微笑，但很多人在收到讽刺性的评论时都会感到被轻 ·disguisevt.伪装；掩饰 视，并常常认为讽刺别人的人很粗鲁，或很卑劣。实际上，讽刺一词来源于希 ·outwardly adv.表面上， 腊语“sarkazein”词，字面意思是“撕裂或剥掉肉”，这就不奇怪了。因此， 外表上 难怪讽刺一词的前面通常会加上“刻薄的”一词，也难怪讽刺会伤人。 ·contemptible adj.可 [48]更重要的是，由于行为强烈地决定着思想和情感，如果一个人总是采取 的，卑劣的 讽刺的行为，可能只会加剧其潜在的敌意和不安全感。毕竟，说穿了，讽刺可以 ·derivefrom起源于，来自 作为一种微妙的霸凌形式，而大多数霸凌者都是愤怒、缺乏安全感或儒弱的。 ·strip除去，剥去 [49]相反，当一个人停止发表负面评论，尤其是讽刺性评论时，他们可能 ·fleshn.（动物或人的） 很快就会开始感到更快乐、更自信。同时，他们生命中的其他人也会因此受益 肉；（人体的）皮肤 匪浅，因为他们再也不用听到这种伤感情的讽刺语言了。 ' precede v.在....之前发 我并不是在说所有的讽刺都不好，只是最好少用，就像烹饪中使用味道很 生（或出现），先于 重的香料。香料用多了，菜的味道就会被香料盖过。同样，偶尔说点讽刺的俏 ·subtleadj.微妙的，不易 察觉的 皮话也能为聊天增添趣味和一丝幽默。但是，大量或持续的讽刺会冲淡任何谈 话的感
2024.06.set3,2024.6六级第三套解析.pdf,49,B,Passage One,是“撕裂或剥掉肉”，这就不奇怪了。因此， 外表上 难怪讽刺一词的前面通常会加上“刻薄的”一词，也难怪讽刺会伤人。 ·contemptible adj.可 [48]更重要的是，由于行为强烈地决定着思想和情感，如果一个人总是采取 的，卑劣的 讽刺的行为，可能只会加剧其潜在的敌意和不安全感。毕竟，说穿了，讽刺可以 ·derivefrom起源于，来自 作为一种微妙的霸凌形式，而大多数霸凌者都是愤怒、缺乏安全感或儒弱的。 ·strip除去，剥去 [49]相反，当一个人停止发表负面评论，尤其是讽刺性评论时，他们可能 ·fleshn.（动物或人的） 很快就会开始感到更快乐、更自信。同时，他们生命中的其他人也会因此受益 肉；（人体的）皮肤 匪浅，因为他们再也不用听到这种伤感情的讽刺语言了。 ' precede v.在....之前发 我并不是在说所有的讽刺都不好，只是最好少用，就像烹饪中使用味道很 生（或出现），先于 重的香料。香料用多了，菜的味道就会被香料盖过。同样，偶尔说点讽刺的俏 ·subtleadj.微妙的，不易 察觉的 皮话也能为聊天增添趣味和一丝幽默。但是，大量或持续的讽刺会冲淡任何谈 话的感情色彩，而且会让受众感到苦涩。 ·bullyvt.恐吓，欺凌n.仗 势欺人者 六级2024.6【第三套）47 所以，请淡化讽刺，转而使用巧妙的风趣，这通常没有任何敌意，因此更 ·cowardlyadj.胆小的， 弱的 能得到交流对象的欣赏。从本质上讲，讽刺很容易，而真正的、无害的风
2024.06.set3,2024.6六级第三套解析.pdf,50,B,Passage One,微妙的，不易 察觉的 皮话也能为聊天增添趣味和一丝幽默。但是，大量或持续的讽刺会冲淡任何谈 话的感情色彩，而且会让受众感到苦涩。 ·bullyvt.恐吓，欺凌n.仗 势欺人者 六级2024.6【第三套）47 所以，请淡化讽刺，转而使用巧妙的风趣，这通常没有任何敌意，因此更 ·cowardlyadj.胆小的， 弱的 能得到交流对象的欣赏。从本质上讲，讽刺很容易，而真正的、无害的风趣则 需要才能。 ·spice n.（调味）香料vt. [50]因此，风趣与讽刺的主要区别在于，如前所述，讽刺往往是伪装成幽 给·增添趣味 默的敌意。它可能意在伤人，而且往往尖酸刻薄。风趣的表达则通常是对某人 ·witn.风趣，谈谐；机智 的无益言论或行为的回应，目的是通过强调其荒来理清和阐明问题。讽刺性 ·untanglevt.整理，理清 的言论以尖酸刻薄的方式表达；风趣性的话语则以不加掩饰、无伤大雅的幽默 ·absurdity n.荒谬，荒唐 方式说出。 ·
2024.06.set3,2024.6六级第三套解析.pdf,51,B,Passage Two,社交生活。 ·全文翻译· 可变性对于学习新技能至关重要。细想一下学习网球中的发球。你是否应该总 总重难点单词及短语 是从球场上完全相同的位置练习发球，瞄准同一个点？尽管在更多的可变条件下练习 ·variabilityn.可变性 ·servev发（球） 一开始会更慢些，但最终可能让你成为一名更好的网球运动员。这是因为可变性有助 于更好地泛化所学的内容。 ·court n.（网球等运 人们在许多领域都发现了这一原理，包括语音感知和类别学习。[51]例如， 动的）球场，赛场 如果只让婴儿接触吉娃娃，而不是许多不同种类的狗，他们将很难学会“狗”这一 generalisation n. 泛 类别。 化，归纳 ·“这个基本原理有十多个不同的名字，”利莫·雷维夫说，她是最近一项研究的高 ·domain n.领域， 级研究员。“从可变性较小的输入中学习通常很快，但可能无法泛化到新的刺激中。” 范围 为了识别那些关键的模式并理解可变性效应的根本原理，雷维夫和她的同事回 ·perception n.感知; 顾了各领域的150多项关于可变性和泛化的研究，包括计算机科学、语言学、分类 看法 学、视觉感知和正规教育。 ·investigator n.调查 这些研究人员发现，在不同的研究中，“可变性”一词可以指至少四种不同类型 人员 的可变性，如集合大小和时间安排。[52]雷维夫说：“这四种可变性从未被直接比较 ·input n.输人，输入 过一一这意味着我们目前不知道哪一种对学习最有效。” 的
2024.06.set3,2024.6六级第三套解析.pdf,52,B,Passage Two,员。“从可变性较小的输入中学习通常很快，但可能无法泛化到新的刺激中。” 范围 为了识别那些关键的模式并理解可变性效应的根本原理，雷维夫和她的同事回 ·perception n.感知; 顾了各领域的150多项关于可变性和泛化的研究，包括计算机科学、语言学、分类 看法 学、视觉感知和正规教育。 ·investigator n.调查 这些研究人员发现，在不同的研究中，“可变性”一词可以指至少四种不同类型 人员 的可变性，如集合大小和时间安排。[52]雷维夫说：“这四种可变性从未被直接比较 ·input n.输人，输入 过一一这意味着我们目前不知道哪一种对学习最有效。” 的信息 可变性的影响取决于它是否与任务相关。但根据“Mr.Miyagi原则”，练习看似 ·stimuli n.刺激，刺 无关的技能实际上可能有利于学习其他技能。 激物 但为什么可变性会影响学习和泛化？一种理论认为，更多的可变输人可以突出 : underlying principle 任务的哪些方面是相关的，哪些不是。 根本原理 另一种理论是，更大的可变性会导致更广泛的泛化。这是因为可变性将更好地 ·setsize集合大小 代表现实世界，包括非典型的例子。 ·reconstruct vt.重建; [53]第三个原因与记忆的工作方式有关：当训练可变时，学习者被迫主动重建 改造 他们的记忆。 ·exposure n.接触； 雷维夫解释道：“理解可变性的影响对我们日常生活的每一个方面都很重要。它 暴露 除了影响我们学
2024.06.set3,2024.6六级第三套解析.pdf,53,B,Passage Two,iyagi原则”，练习看似 ·stimuli n.刺激，刺 无关的技能实际上可能有利于学习其他技能。 激物 但为什么可变性会影响学习和泛化？一种理论认为，更多的可变输人可以突出 : underlying principle 任务的哪些方面是相关的，哪些不是。 根本原理 另一种理论是，更大的可变性会导致更广泛的泛化。这是因为可变性将更好地 ·setsize集合大小 代表现实世界，包括非典型的例子。 ·reconstruct vt.重建; [53]第三个原因与记忆的工作方式有关：当训练可变时，学习者被迫主动重建 改造 他们的记忆。 ·exposure n.接触； 雷维夫解释道：“理解可变性的影响对我们日常生活的每一个方面都很重要。它 暴露 除了影响我们学习语言、运动技能和类别的方式，甚至对我们的社交生活也会有影 · diminished adj. 减 响。[54]例如，人脸识别受到人们是在小社区还是在较大社区长大的影响。童年时期 弱的 接触到的面孔较少，和人脸记忆的减弱有关。” ·immune system免疫 [55]雷维夫总结道：“我们希望这项工作能激发人们的好奇心，并在这个主题上 系统 产生更多的研究。我们的论文提出了很多开放性的问题。我们能在大脑之外，例如免 疫系统中，发现可变性的类似影响吗？” 六级2024.6第三菱）49 注：“Mr.Miyagiprinciple”在文章中指的是一个观点，即练习看似不相关的技能实际上可能有助于学习 其他技能。这个概念可能借
2024.06.set3,2024.6六级第三套解析.pdf,54,B,Passage Two,为可变性将更好地 ·setsize集合大小 代表现实世界，包括非典型的例子。 ·reconstruct vt.重建; [53]第三个原因与记忆的工作方式有关：当训练可变时，学习者被迫主动重建 改造 他们的记忆。 ·exposure n.接触； 雷维夫解释道：“理解可变性的影响对我们日常生活的每一个方面都很重要。它 暴露 除了影响我们学习语言、运动技能和类别的方式，甚至对我们的社交生活也会有影 · diminished adj. 减 响。[54]例如，人脸识别受到人们是在小社区还是在较大社区长大的影响。童年时期 弱的 接触到的面孔较少，和人脸记忆的减弱有关。” ·immune system免疫 [55]雷维夫总结道：“我们希望这项工作能激发人们的好奇心，并在这个主题上 系统 产生更多的研究。我们的论文提出了很多开放性的问题。我们能在大脑之外，例如免 疫系统中，发现可变性的类似影响吗？” 六级2024.6第三菱）49 注：“Mr.Miyagiprinciple”在文章中指的是一个观点，即练习看似不相关的技能实际上可能有助于学习 其他技能。这个概念可能借鉴了电影《龙威小子》（TheKarateKid）中的角色Mr.Miyagi，他经常让他的学生 Daniel做一些看似与空手道无关的家务活，比如擦车，但实际上这些活动都是为了培养他的平衡、协调和专注 力，这些技能后来被证明对空手道训练是非常有帮助的。 ·
2024.06.set3,2024.6六级第三套解析.pdf,55,B,Passage Two,训练可变时，学习者被迫主动重建 改造 他们的记忆。 ·exposure n.接触； 雷维夫解释道：“理解可变性的影响对我们日常生活的每一个方面都很重要。它 暴露 除了影响我们学习语言、运动技能和类别的方式，甚至对我们的社交生活也会有影 · diminished adj. 减 响。[54]例如，人脸识别受到人们是在小社区还是在较大社区长大的影响。童年时期 弱的 接触到的面孔较少，和人脸记忆的减弱有关。” ·immune system免疫 [55]雷维夫总结道：“我们希望这项工作能激发人们的好奇心，并在这个主题上 系统 产生更多的研究。我们的论文提出了很多开放性的问题。我们能在大脑之外，例如免 疫系统中，发现可变性的类似影响吗？” 六级2024.6第三菱）49 注：“Mr.Miyagiprinciple”在文章中指的是一个观点，即练习看似不相关的技能实际上可能有助于学习 其他技能。这个概念可能借鉴了电影《龙威小子》（TheKarateKid）中的角色Mr.Miyagi，他经常让他的学生 Daniel做一些看似与空手道无关的家务活，比如擦车，但实际上这些活动都是为了培养他的平衡、协调和专注 力，这些技能后来被证明对空手道训练是非常有帮助的。 ·
2024.06.set2,2024.6六级第二套解析.pdf,1,A,Conversation One,"ne that blends food. W: Uh, yes, of course, the electric kitchen appliance. M: Exactly, this one is state-of-the-art. I've been meaning to buy one for a while, and I did thorough research on which specific model to get. [1] I read through maybe hundreds of online user reviews. Anyway, it's amazing. W: Really? What could be so special about it? I mean it's just a blender. M: Well, basically, it's just a very good one. It feels heavy and sturdy and well made. It also has lots of power and can easily cut and crush practically anything. This way, the soups and juices I make come out really fine and smooth, with no lumpy bits. W: Um, I see."
