file,question_number,statement,answer_letter,answer_paragraph,paragraph_position_pct,paragraph_index,paragraph_count,paragraph_text_preview,method
2025.06六级真题第1套.pdf,44,"Besides being an information provider, the library performs many other important services for the
community.",K,K,95.45,11,11,"The decline of civil discourse stems in part from the fact that it is so easy fbr people to watch news about, buy
products from, and engage-",heuristic
2025.06六级真题第1套.pdf,45,Public libraries can help build small communities of people with different backgrounds and ideologies.,K,K,95.45,11,11,"The decline of civil discourse stems in part from the fact that it is so easy fbr people to watch news about, buy
products from, and engage-",heuristic
2025.06六级真题第2套.pdf,36,"The FAO concluded that farm animals were producing more greenhouse gases than all modes of
transportation combined.",E,E,40.91,5,11,"Why is there such a misconception? In 2006 the United Nations Food and Agriculture Organization (FAO)
published a study titled ""Livestock's ",heuristic
2025.06六级真题第2套.pdf,37,Consumption of meat per person in developing countries is much less than that in countries like the U.S.,K,K,95.45,11,11,"Demand fbr meat is rising in developing and emerging economies, especially in the Middle East, North
Africa and Southeast Asia. For example,",heuristic
2025.06六级真题第2套.pdf,38,The FAO was worthy of praise in that it admitted its mistake once it was pointed out.,H,H,68.18,8,11,"I pointed out this flaw during a speech to fellow scientists in San Francisco on March 22, 2010, which led to a
flood of media coverage. To ",heuristic
2025.06六级真题第2套.pdf,39,Environmentalists try hard to make people consume less meat to combat climate change.,K,K,95.45,11,11,"Demand fbr meat is rising in developing and emerging economies, especially in the Middle East, North
Africa and Southeast Asia. For example,",heuristic
2025.06六级真题第2套.pdf,40,"Recent research has shown that even if Americans quit eating meat altogether, the resulting reduction of
greenhouse gases in the U.S. would be slight.",I,I,77.27,9,11,"Many people continue to think that avoiding meat as infrequently as once a week will make a significant
difference to the climate. But accor",heuristic
2025.06六级真题第2套.pdf,41,More than half of the world's farmland is suitable only for animals like cows to graze on.,K,K,95.45,11,11,"Demand fbr meat is rising in developing and emerging economies, especially in the Middle East, North
Africa and Southeast Asia. For example,",heuristic
2025.06六级真题第2套.pdf,42,"The allegation that form animals produce the world's largest portion of greenhouse gases is responsible fbr
meafs bad reputation.",D,D,31.82,4,11,"A healthy portion of meafs negative reputation centers on the assertion that livestock is the largest source
of greenhouse gases worldwide. ",heuristic
2025.06六级真题第2套.pdf,43,Raising farm animals makes it easier to meet people's nutritional needs.,K,K,95.45,11,11,"Demand fbr meat is rising in developing and emerging economies, especially in the Middle East, North
Africa and Southeast Asia. For example,",heuristic
2025.06六级真题第2套.pdf,44,"The author doesn't believe giving up meat and meat products will be a cure-all fbr the environmental
problem.",C,C,22.73,3,11,"My recent research focuses on ways in which animal agriculture affects air quality and climate change. In my
view, there are many reasons fo",heuristic
2025.06六级真题第2套.pdf,45,"Changes in America's farming technology and management in the past decades have increased efficiency and
reduced greenhouse gas emissions in meat production.",I,I,77.27,9,11,"Many people continue to think that avoiding meat as infrequently as once a week will make a significant
difference to the climate. But accor",heuristic
2025.06六级真题第3套.pdf,36,Lots of research demonstrates that being socially isolated is harmful to the elderly.,C,C,22.73,3,11,"Unsocial tendencies like these are often far from ideal. Abundant research shows the harms of social isolation,
considered a serious public ",heuristic
2025.06六级真题第3套.pdf,37,"Being alone enables artists to think and observe, which is a must for their creation.
21 ,2025年6月六级真题（第三套）・",H,H,68.18,8,11,"One reason for this is that such people are likely to spend sustained time alone working on their craft.
Plus, Feist says, many artists ""are",heuristic
2025.06六级真题第3套.pdf,38,"To one writer, being forced to play with others was a penalty while being kept alone in a room was quite a
pleasure.",B,B,13.64,2,11,"So I can relate to author Anneli Rufus, who wrote in Party of One: The Loners 'Manifesto,. ""When parents on TV
shows pxmished their kids by ",heuristic
2025.06六级真题第3套.pdf,39,"Recent research shows for the first time that there is a specific link between being creative and being
unsociable.",K,K,95.45,11,11,"Since ancient times, meanwhile, people have been aware of a link between isolation and mental focus. After
all, cultures with traditions of ",heuristic
2025.06六级真题第3套.pdf,40,We must be willing to stay alone at least for some time in order to plot our own course.,K,K,95.45,11,11,"Since ancient times, meanwhile, people have been aware of a link between isolation and mental focus. After
all, cultures with traditions of ",heuristic
2025.06六级真题第3套.pdf,41,"According to new research, for people who prefer being alone, solitude can be beneficial to their work lives
and emotional health.",E,E,40.91,5,11,"But these are severe and involuntary cases of aloneness. For those of us who just prefer plenty of alone time,
emerging research suggests so",heuristic
2025.06六级真题第3套.pdf,42,It may turn out to be better for one to cultivate a few steady relationships than to busy themselves socialising.,G,G,59.09,7,11,"One key benefit of solitude is improved creativity. Gregory Feist, who focuses on the psychology of
creativity at California^ San Jose State",heuristic
2025.06六级真题第3套.pdf,43,Allowing your mind to wander freely is conducive to sharpening your focus in the long run.,K,K,95.45,11,11,"Since ancient times, meanwhile, people have been aware of a link between isolation and mental focus. After
all, cultures with traditions of ",heuristic
2025.06六级真题第3套.pdf,44,"Research conducted on artists and scientists indicates that creative people are less interested in hanging out
with others.",G,G,59.09,7,11,"One key benefit of solitude is improved creativity. Gregory Feist, who focuses on the psychology of
creativity at California^ San Jose State",heuristic
2025.06六级真题第3套.pdf,45,"According to Feist, you will have difficulty knowing yourself if you do not stay alone occasionally.",K,K,95.45,11,11,"Since ancient times, meanwhile, people have been aware of a link between isolation and mental focus. After
all, cultures with traditions of ",heuristic
2025.12六级真题第1套.pdf,36,It is now possible to fully automate a burger restaurant with little human supervision.,C,C,22.73,3,11,"Ten years ago, robot-chefs and waiters were pure science fiction. Today, they are a reality, and at prices that
make them a plausible invest",heuristic
2025.12六级真题第1套.pdf,37,"At a robot-powered US company, complicated tasks still have to be performed by humans.",H,H,68.18,8,11,"Currently, robots have limited functionality. A human needs to load Penny with plates that diners lift off
themselves. At the robot-powered ",heuristic
2025.12六级真题第1套.pdf,38,More automation appears to be a certainty in industries eager to cut labour costs and raise profits.,D,D,31.82,4,11,"The technology exists, it just needs knitting together cost-effectively and in a way diners buy into. In an
industry keen to slash labour co",heuristic
2025.12六级真题第1套.pdf,39,There are often front-page reports of failures in technological innovation of the restaurant industry.,K,K,95.45,11,11,"In terms of simplifying or enhancing the customer experience, online restaurant booking has been the easily-
won success of the internet age",heuristic
2025.12六级真题第1套.pdf,40,"Robot-chef Flippy does not fear laborious work, nor does it make any complaints.",B,B,13.64,2,11,"Flippy was created by Miso Robotics, part of the Cali Group, which is described by its CEO, John Miller, as: ""A
technology company that happ",heuristic
2025.12六级真题第1套.pdf,41,Digital technology makes it possible for businesses to innovate restaurant models.,F,F,50.0,6,11,"""Right now people compromise on choice. We're presented with a one-size-fits-all menu. Ultimately,
technology can allow us to make personal ",heuristic
2025.12六级真题第1套.pdf,42,"Fondness fbr human warmth in catering to customers will give hope to employees who are afraid of losing
jobs to robots.",K,K,95.45,11,11,"In terms of simplifying or enhancing the customer experience, online restaurant booking has been the easily-
won success of the internet age",heuristic
2025.12六级真题第1套.pdf,43,"There is an acute shortage of experienced chefs in the catering industry and automated cooking is expected to
fill the gap.",J,J,86.36,10,11,"The restaurant industry is currently suffering a severe shortage of skilled chefs- a deficit of 11,000,
according to the skills agency Peopl",heuristic
2025.12六级真题第1套.pdf,44,"Over the coming decade, many jobs in traditional restaurants will disappear due to robot delivery.",K,K,95.45,11,11,"In terms of simplifying or enhancing the customer experience, online restaurant booking has been the easily-
won success of the internet age",heuristic
2025.12六级真题第1套.pdf,45,"According to an expert in AI and robotics, it may be quite some time before a master robot-chef appears.",G,G,59.09,7,11,"If high-street fast food is automation-ready, its impact on high-end restaurants is likely to be subtler and
slower. C4Ifll probably be a ve",heuristic
2025.12六级真题第2套.pdf,36,"Feeling like they have more control over something or someone than they do, people get more committed to
their pursuit when they should give up.",F,F,50.0,6,11,"The illusion of control can also interfere with our best judgment, leading us to overestimate our ability to
control events and attain a pos",heuristic
2025.12六级真题第2套.pdf,37,"If you regard yourself as one who never quits, you may end up trapped in your course of action.",K,K,95.45,11,11,"Our self-concept and identity are mental concepts that influence our behavior. If you strongly identify as not
being a quitter, you can end ",heuristic
2025.12六级真题第2套.pdf,38,"One of the author's clients found it hard to give up a design project, in which she had put in a lot of time and
effort.",J,J,86.36,10,11,"Take my client Ryan, a leader at a technology company. Ryan had invested two years and a lot of effort in a
design project that wasn't deliv",heuristic
2025.12六级真题第2套.pdf,39,The author suggests that one should direct their thoughts to the gains of quitting timely so as to move on.,E,E,40.91,5,11,"The sunk-cost delusion causes us to overly worry about what we511 lose if we move on and not think enough
about the costs of not moving on. ",heuristic
2025.12六级真题第2套.pdf,40,"When making a decision, you'd better ask for opinions of those who have less stake in your decision.",K,K,95.45,11,11,"Our self-concept and identity are mental concepts that influence our behavior. If you strongly identify as not
being a quitter, you can end ",heuristic
2025.12六级真题第2套.pdf,41,"For people associating their identity with their commitments, quitting can feel like their identity is
threatened.",I,I,77.27,9,11,"Research indicates that people link their self-identity and social status to their commitments. And because we
identify with our commitments",heuristic
2025.12六级真题第2套.pdf,42,People who regard highly the quality of making wise decisions do not feel good when they make a bad one.,K,K,95.45,11,11,"Our self-concept and identity are mental concepts that influence our behavior. If you strongly identify as not
being a quitter, you can end ",heuristic
2025.12六级真题第2套.pdf,43,The wisest leaders learn to distinguish between giving up too soon and sticking with something irrationally.,C,C,22.73,3,11,"As an executive coach, I work with numerous passionate and hard-working leaders who don't want to Uquit.^^
But the smartest leaders learn to",heuristic
2025.12六级真题第2套.pdf,44,"When people are thinking of an endeavor, they should dig out reliable data that tells them how likely they are
to succeed.",K,K,95.45,11,11,"Our self-concept and identity are mental concepts that influence our behavior. If you strongly identify as not
being a quitter, you can end ",heuristic
2025.12六级真题第2套.pdf,45,"Having a clear view of whafs in your control and whafs not is vital to making a good decision regarding
whether to give up or stick it out.",H,H,68.18,8,11,"Getting clear on what you can control and what you can't is essential to making a quality decision about
whether to call it quits or perseve",heuristic
2025.12六级真题第3套.pdf,36,"Upon seeing a flashing yellow arrow, a driver should let pedestrians and traffic pass first before taking the
turn.",K,K,95.45,11,11,"Stop and go were insufficient for the new volumes of cars zooming through intersections. Streets were full of
new numbers of cars in additio",heuristic
2025.12六级真题第3套.pdf,37,"The red and green automatic traffic light system originated in an American city.
21 • 2025年12月六级真题（第三套）•",H,H,68.18,8,11,"Like the 1910 semaphore, the first electric signal used words. However, the words were no longer written
on arms that raised and fell. The w",heuristic
2025.12六级真题第3套.pdf,38,"Residents of an American city tend to share the opinion that time saved on the road justifies the cost of
upgrading its traffic light system.",A,A,4.55,1,11,"Timed traffic lights are set according to schedules that are supposed to coordinate with peak traffic hours.
Cities need to monitor and upda",heuristic
2025.12六级真题第3套.pdf,39,Mass production of cars made it possible for ordinary people to buy them.,A,A,4.55,1,11,"Timed traffic lights are set according to schedules that are supposed to coordinate with peak traffic hours.
Cities need to monitor and upda",heuristic
2025.12六级真题第3套.pdf,40,What a traffic light means is almost the same everywhere despite some variations.,A,A,4.55,1,11,"Timed traffic lights are set according to schedules that are supposed to coordinate with peak traffic hours.
Cities need to monitor and upda",heuristic
2025.12六级真题第3套.pdf,41,Pedestrian crossings came into being only in the mid-twentieth century.,K,K,95.45,11,11,"Stop and go were insufficient for the new volumes of cars zooming through intersections. Streets were full of
new numbers of cars in additio",heuristic
2025.12六级真题第3套.pdf,42,People raced to address increasing traffic problems along with the expansion of cities and traffic.,F,F,50.0,6,11,"As traffic and cities grew, so did the race to solve growing traffic problems. The first traffic signals were
semaphores. Semaphores are tow",heuristic
2025.12六级真题第3套.pdf,43,"When the warning yellow light was introduced, driving became safer and traffic accidents reduced.",K,K,95.45,11,11,"Stop and go were insufficient for the new volumes of cars zooming through intersections. Streets were full of
new numbers of cars in additio",heuristic
2025.12六级真题第3套.pdf,44,The signal system on the railroad served as the basis fbr the first traffic light.,A,A,4.55,1,11,"Timed traffic lights are set according to schedules that are supposed to coordinate with peak traffic hours.
Cities need to monitor and upda",heuristic
2025.12六级真题第3套.pdf,45,"Even though a green light signals ""go"", attention should be paid to traffic on either side in case some driver is
being careless or ignoring a red light.",K,K,95.45,11,11,"Stop and go were insufficient for the new volumes of cars zooming through intersections. Streets were full of
new numbers of cars in additio",heuristic
